english,javanese,en_length,jv_length,length_ratio
Nothing makes any difference.,Ora ana prabédan.,4,3,1.3333333333333333
Tom is home from the hospital.,Tom mulih saka rumah sakit.,6,5,1.2
Nothing is really guaranteed.,Ora ana sing bener-bener dijamin.,4,5,0.8
Nothing is beyond your power.,Ora ana sing ngluwihi kekuwatanmu.,5,5,1.0
Tom is having an awesome time.,Tom ngalami wektu sing apik tenan.,6,6,1.0
Nothing could be more absurd.,Ora ana sing luwih khayal.,5,5,1.0
Nothing can survive in there.,Ora ana sing bisa urip ing kana.,5,7,0.7142857142857143
Tom is facing a life sentence.,Tom ngadhepi ukuman urip.,6,4,1.5
None were wearing seat belts.,Ora ana sing nganggo sabuk pengaman.,5,6,0.8333333333333334
None of us are indispensable.,Ora ana siji saka kita sing indispensable.,5,7,0.7142857142857143
Tom is extremely manipulative.,Tom banget manipulatif.,4,3,1.3333333333333333
Nobody's in favor of torture.,Ora ana sing seneng nyiksa.,5,5,1.0
No credit cards are accepted.,Ora ana kertu kredit sing ditampa.,5,6,0.8333333333333334
Tom is disgusted with himself.,Tom jijik karo awake dhewe.,5,5,1.0
No charges were ever brought.,Ora ana biaya sing digawa.,5,5,1.0
Neither was wearing a helmet.,Ora ana sing nganggo helm.,5,5,1.0
Tom is destroying Mary's life.,Tom ngrusak urip Mary.,5,4,1.25
My worst nightmare came true.,Impen elekku sing paling elek dadi kenyataan.,5,7,0.7142857142857143
My teammates have been great.,Kanca-kancaku wis apik banget.,5,4,1.25
Tom is constantly on the move.,Tom terus-terusan pindhah.,6,3,2.0
My sources are very reliable.,Sumberku dipercaya banget.,5,3,1.6666666666666667
My neighborhood is wonderful.,Lingkunganku apik banget.,4,3,1.3333333333333333
Tom is coming right behind me.,Tom teka ing mburiku.,6,4,1.5
My dancing career isn't over.,Karir dansaku durung rampung.,5,4,1.25
Music isn't really a science.,Musik dudu ilmu.,5,3,1.6666666666666667
Tom is bound to win the match.,Tom mesthi menang pertandhingan kasebut.,7,5,1.4
More than enough is too much.,Luwih saka cukup iku kakehan.,6,5,1.2
Monkey bars are disappearing.,Bar kethek ilang.,4,3,1.3333333333333333
Tom is banging at Mary's door.,Tom banging ing lawang Mary.,6,5,1.2
Mondays are open mike nights.,Senin mbukak mike bengi.,5,4,1.25
Many meetings were conducted.,Akeh rapat-rapat sing ditindakake.,4,4,1.0
Tom is an inspiration to many.,Tom minangka inspirasi kanggo akeh.,6,5,1.2
Many Americans feel this way.,Akeh wong Amerika ngrasa kaya ngono.,5,6,0.8333333333333334
Make sure you have insurance.,Priksa manawa sampeyan duwe asuransi.,5,5,1.0
Tom is an avid arts supporter.,Tom minangka panyengkuyung seni.,6,4,1.5
Life became very restrictive.,Urip dadi mbatesi banget.,4,4,1.0
Let's talk about how and why.,Ayo dadi pirembagan bab carane lan apa.,6,7,0.8571428571428571
Tom is already thinking ahead.,Tom wis mikir maju.,5,4,1.25
Let's step back for a second.,Ayo mundur sedhela.,6,3,2.0
Let's keep it in perspective.,Ayo dadi tetep ing perspektif.,5,5,1.0
Tom is allergic to house dust.,Tom alergi bledug omah.,6,4,1.5
Let's give them more support.,Ayo padha menehi dhukungan luwih akeh.,5,6,0.8333333333333334
Let the investigations begin.,Ayo investigasi diwiwiti.,4,3,1.3333333333333333
Tom is afraid to get involved.,Tom wedi melu.,6,3,2.0
Just an apology isn't enough.,Mung njaluk ngapura ora cukup.,5,5,1.0
Jury selection begins Monday.,Pemilihan juri diwiwiti Senin.,4,4,1.0
Tom is acting program manager.,Tom minangka manajer program akting.,5,5,1.0
It's too late to call it off.,Kasep kanggo nelpon.,7,3,2.3333333333333335
It's survival of the fittest.,Iku kaslametané saka fittest.,5,4,1.25
Tom is a person with opinions.,Tom minangka wong sing duwe panemu.,6,6,1.0
It's simply cause and effect.,Iku mung sabab lan akibat.,5,5,1.0
It's really different for me.,Beda tenan karo aku.,5,4,1.25
Tom is a legendary ice skater.,Tom minangka pemain skate es legendaris.,6,6,1.0
It's not like I had a choice.,Ora kaya aku duwe pilihan.,7,5,1.4
It's not entirely unpleasant.,Iku ora sakabehe ora nyenengake.,4,5,0.8
Tom is a down to earth person.,Tom minangka wong sing mudhun menyang bumi.,7,7,1.0
It's more realistic that way.,Luwih realistis kaya ngono.,5,4,1.25
It's funny because it's true.,Iku lucu amarga iku bener.,5,5,1.0
Tom is a designer of swimwear.,Tom minangka desainer baju renang.,6,5,1.2
It's easy to get cooperation.,Iku gampang kanggo njaluk kerjasama.,5,5,1.0
It's cause for major concern.,Iku sabab kanggo kuwatir utama.,5,5,1.0
Tom is a country music legend.,Tom minangka legenda musik negara.,6,5,1.2
It's an awesome organization.,Iku organisasi apik tenan.,4,4,1.0
It's always important to win.,Iku tansah penting kanggo menang.,5,5,1.0
Tom intended to kill them all.,Tom arep mateni kabeh.,6,4,1.5
It's a pretty amazing script.,Iku script cantik apik tenan.,5,5,1.0
It's a lot of responsibility.,Tanggung jawabe akeh.,5,3,1.6666666666666667
Tom insisted he was no killer.,Tom ngeyel yen dheweke dudu pembunuh.,6,6,1.0
It's a cause for celebration.,Iku sabab kanggo perayaan.,5,4,1.25
It wasn't a happy experience.,Iku dudu pengalaman sing nyenengake.,5,5,1.0
Tom immediately sensed danger.,Tom langsung ngrasakake bebaya.,4,4,1.0
It was reconstructed in 2013.,Iki direkonstruksi ing taun 2013.,5,5,1.0
It was approved last October.,Iki disetujoni Oktober kepungkur.,5,4,1.25
Tom hung up before I finished.,Tom nutup telpon sadurunge aku rampung.,6,6,1.0
It was absolutely incredible.,Iku pancen luar biasa.,4,4,1.0
It was absolutely horrendous.,Iku pancen horrendous.,4,3,1.3333333333333333
Tom hopes to return this week.,Tom ngarep-arep bali minggu iki.,6,5,1.2
It stimulated my imagination.,Iku ngrangsang imajinasiku.,4,3,1.3333333333333333
It started right on schedule.,Iku diwiwiti pas jadwal.,5,4,1.25
Tom heard the car coming back.,Tom krungu mobil bali.,6,4,1.5
It sounds deceptively simple.,Iku muni deceptively prasaja.,4,4,1.0
It must be almost unbearable.,Mesthine meh ora bisa ditahan.,5,5,1.0
Tom heard banging on the door.,Tom krungu mbenturi lawang.,6,4,1.5
It makes good business sense.,Iku ndadekake pangertèn bisnis apik.,5,5,1.0
It makes a little difference.,Iku ndadekake prabédan sethitik.,5,4,1.25
Tom heard a knock on the door.,Tom krungu thothok-thothok lawang.,7,4,1.75
It looks like a heart attack.,Iku katon kaya serangan jantung.,6,5,1.2
It happened three more times.,Iki kedadeyan kaping telu maneh.,5,5,1.0
Tom headed back to the office.,Tom bali menyang kantor.,6,4,1.5
It doesn't require a battery.,Ora mbutuhake baterei.,5,3,1.6666666666666667
It depends on the conditions.,Iku gumantung ing kahanan.,5,4,1.25
Tom has suffered many losses.,Tom wis nandhang akeh kerugian.,5,5,1.0
It definitely freaked me out.,Iku mesthi freaked kula metu.,5,5,1.0
It couldn't be anything else.,Ora bisa apa-apa liyane.,5,4,1.25
Tom hasn't been proven guilty.,Tom durung kabukten guilty.,5,4,1.25
It could go either direction.,Iku bisa menyang salah siji arah.,5,6,0.8333333333333334
It certainly makes me wonder.,Iku mesthi nggawe aku wonder.,5,5,1.0
Tom has taken over as skipper.,Tom wis dadi kapten.,6,4,1.5
Isn't that at least possible?,Apa ora paling bisa?,5,4,1.25
Is this really your position?,Apa iki pancen posisi sampeyan?,5,5,1.0
Tom has since moved to Boston.,Tom wis wiwit pindhah menyang Boston.,6,6,1.0
Is this a conscious decision?,Apa iki kaputusan sadar?,5,4,1.25
Is there any way to avoid it.,Apa ana cara kanggo nyegah.,7,5,1.4
Tom has played extremely well.,Tom wis main apik banget.,5,5,1.0
Invitations have been mailed.,Undangan wis dikirim.,4,3,1.3333333333333333
Injuries are another problem.,Ciloko minangka masalah liyane.,4,4,1.0
Tom has nothing to contribute.,Tom ora duwe kontribusi apa-apa.,5,5,1.0
I've never seen it like this.,Aku durung tau weruh kaya iki.,6,6,1.0
I've never lacked confidence.,Aku ora tau kurang percaya diri.,4,6,0.6666666666666666
Tom has nothing left to prove.,Tom ora duwe apa-apa kanggo mbuktekake.,6,6,1.0
I've never demanded anything.,Aku ora tau nuntut apa-apa.,4,5,0.8
I've enjoyed a college a lot.,Aku wis seneng banget kuliah.,6,5,1.2
Tom has no problem with money.,Tom ora masalah karo dhuwit.,6,5,1.2
I've been living like a monk.,Aku wis urip kaya biksu.,6,5,1.2
I've been doing that forever.,Aku wis nglakoni sing selawase.,5,5,1.0
Tom has no political ambition.,Tom ora duwe ambisi politik.,5,5,1.0
I've been around a long time.,Aku wis watara suwe.,6,4,1.5
I'm very upset at this point.,Aku nesu banget ing wektu iki.,6,6,1.0
Tom has no plans to slow down.,Tom ora duwe rencana kanggo alon-alon.,7,6,1.1666666666666667
I'm very proud of this bunch.,Aku bangga banget karo klompok iki.,6,6,1.0
I'm very proud of these guys.,Aku bangga banget karo wong-wong iki.,6,6,1.0
Tom has no concept of reality.,Tom ora duwe konsep kasunyatan.,6,5,1.2
I'm very comfortable with it.,Aku nyaman banget karo.,5,4,1.25
I'm tired of people like you.,Aku wis bosen karo wong kaya sampeyan.,6,7,0.8571428571428571
Tom has never seen this place.,Tom wis tau ndeleng panggonan iki.,6,6,1.0
I'm terribly ashamed of this.,Aku isin banget iki.,5,4,1.25
I'm sure it didn't come easy.,Aku manawa iku ora teka gampang.,6,6,1.0
Tom has little to worry about.,Tom ora kuwatir.,6,3,2.0
I'm sorry it happened at all.,Nuwun sewu kedaden.,6,3,2.0
I'm offended by your apology.,Aku gelo karo njaluk ngapura.,5,5,1.0
Tom has had an unusual career.,Tom duwe karir sing ora biasa.,6,6,1.0
"I'm not very chatty, usually.","Aku ora banget cerewet, biasane.",5,5,1.0
I'm not unduly worried by it.,Aku ora kuwatir banget.,6,4,1.5
Tom has had a rough few years.,Tom wis sawetara taun atos.,7,5,1.4
I'm not sure that's the case.,Aku ora yakin yen ngono.,6,5,1.2
I'm not going to pay it back.,Aku ora bakal mbayar maneh.,7,5,1.4
Tom has grown up a little bit.,Tom wis thukul munggah sethitik.,7,5,1.4
I'm in favor of higher taxes.,Aku ndhukung pajak sing luwih dhuwur.,6,6,1.0
I'm in a good spot right now.,Aku saiki ana ing papan sing apik.,7,7,1.0
Tom has got it all worked out.,Tom wis entuk kabeh.,7,4,1.75
I'm in a different place now.,Aku saiki ana ing papan liya.,6,6,1.0
I'm going to prove you wrong.,Aku bakal mbuktekake sampeyan salah.,6,5,1.2
Tom has forgotten how to read.,Tom wis lali carane maca.,6,5,1.2
I'm going to focus on my job.,Aku arep fokus marang tugasku.,7,5,1.4
I'm getting real comfortable.,Aku dadi nyaman tenan.,4,4,1.0
Tom has enough to worry about.,Tom wis cukup kuwatir.,6,4,1.5
I'm fairly convinced of that.,Aku cukup yakin babagan iki.,5,5,1.0
I'm excited about everything.,Aku bungah babagan kabeh.,4,4,1.0
Tom has done all these things.,Tom wis nindakake kabeh iki.,6,5,1.2
I'm doing everything for you.,Aku nindakake kabeh kanggo sampeyan.,5,5,1.0
I'm asking you not to forget.,Aku njaluk sampeyan ora lali.,6,5,1.2
"Tom has come a long, long way.",Tom wis adoh banget.,7,4,1.75
I'm already a senior citizen.,Aku wis dadi warga senior.,5,5,1.0
I'm about to push the button.,Aku arep menet tombol.,6,4,1.5
Tom has been released on bond.,Tom wis dirilis ing jaminan.,6,5,1.2
I'll take the blame for that.,Aku bakal njupuk nyalahke kanggo sing.,6,6,1.0
I'll have to ponder this one.,Aku kudu mikir babagan iki.,6,5,1.2
Tom has been released on bail.,Tom wis dibebasake kanthi jaminan.,6,5,1.2
I'll get to that in a second.,Aku bakal njaluk sing ing detik.,7,6,1.1666666666666667
I'll change your tires later.,mengko tak ganti ban.,5,4,1.25
Tom has been mayor since 2013.,Tom wis dadi walikota wiwit 2013.,6,6,1.0
I'd probably agree with that.,Aku mbokmenawa bakal setuju karo sing.,5,6,0.8333333333333334
I'd like to see another race.,Aku pengin ndeleng balapan liyane.,6,5,1.2
Tom has been found not guilty.,Tom wis ketemu ora guilty.,6,5,1.2
I'd like to close my account.,Aku arep nutup akunku.,6,4,1.5
I wouldn't have lasted a day.,Aku ora bakal suwene sedina.,6,5,1.2
Tom has been blind from birth.,Tom wis wuta wiwit lair.,6,5,1.2
I would've shut my phone off.,Aku wis mateni telpon mati.,6,5,1.2
I would say it's a gray area.,Aku bakal ngomong iku wilayah abu-abu.,7,6,1.1666666666666667
Tom has admitted killing Mary.,Tom wis ngakoni mateni Maria.,5,5,1.0
I wish you could see us here.,Aku pengin sampeyan bisa ndeleng kita kene.,7,7,1.0
I wish they'd leave it alone.,Muga-muga padha ditinggal.,6,3,2.0
Tom has a lot of dizzy spells.,Tom duwe akeh mantra ngelu.,7,5,1.4
I was trained as an engineer.,Aku dilatih dadi insinyur.,6,4,1.5
I was staggered for a moment.,Aku iki staggered kanggo wayahe.,6,5,1.2
Tom has a great story to tell.,Tom duwe crita sing apik.,7,5,1.4
I was so glad to be included.,Aku seneng banget dilebokake.,7,4,1.75
I was really proud of myself.,Aku pancen bangga karo aku.,6,5,1.2
Tom has a good firm handshake.,Tom duwe salaman apik tenan.,6,5,1.2
"I was really happy, actually.","Aku seneng banget, nyatane.",5,4,1.25
I was really happy with that.,Aku seneng banget karo iku.,6,5,1.2
Tom had to start from scratch.,Tom kudu miwiti saka awal.,6,5,1.2
I was pretty happy with that.,Aku cukup seneng karo sing.,6,5,1.2
I was just looking for a job.,Aku iki mung nggoleki proyek.,7,5,1.4
Tom had to have brain surgery.,Tom kudu operasi otak.,6,4,1.5
I was happy when it was over.,Aku seneng nalika wis rampung.,7,5,1.4
I was happy that it happened.,Aku seneng yen kedadeyan kasebut.,6,5,1.2
Tom had to fight for his life.,Tom kudu berjuang kanggo urip.,7,5,1.4
I wanted to keep my distance.,Aku pengin njaga jarak.,6,4,1.5
I want to watch for a minute.,Aku pengin nonton kanggo menit.,7,5,1.4
Tom had three lovely children.,Tom duwe anak telu sing apik banget.,5,7,0.7142857142857143
I want to save them if I can.,Aku pengin nyimpen wong-wong mau yen aku bisa.,8,8,1.0
I want to empower the people.,Aku pengin nguatake rakyat.,6,4,1.5
Tom had scratches on his face.,Tom wis goresan ing pasuryan.,6,5,1.2
I used to be a heroin addict.,Aku tau dadi pecandu heroin.,7,5,1.4
I understand the frustration.,Aku ngerti frustasi.,4,3,1.3333333333333333
Tom had scratches on his arms.,Tom duwe goresan ing tangane.,6,5,1.2
I thought everybody did that.,Aku panginten saben wong nindakake iku.,5,6,0.8333333333333334
I think we've all been there.,Aku kabeh wis ana.,6,4,1.5
Tom had never been so unhappy.,Tom wis tau dadi ora seneng.,6,6,1.0
I think we're out of control.,Aku rumangsa ora bisa dikendhaleni.,6,5,1.2
I think we're just beginning.,Aku mung miwiti.,5,3,1.6666666666666667
Tom had my well-being in mind.,Tom wis ngelingi kesejahteraanku.,6,4,1.5
I think we're getting closer.,Aku rumangsa wis saya cedhak.,5,5,1.0
I think we should admit that.,Aku kita kudu ngakeni sing.,6,5,1.2
Tom had better watch his back.,Tom luwih becik nonton mburi.,6,5,1.2
I think we got everybody out.,Aku kita wis kabeh wong metu.,6,6,1.0
I think this is an emergency.,Aku iki darurat.,6,3,2.0
Tom grew up to be an engineer.,Tom tansaya dadi insinyur.,7,4,1.75
I think that's what saved us.,Aku iki sing nylametake kita.,6,5,1.2
I think that's the case here.,Aku mikir sing kasus ing kene.,6,6,1.0
Tom grew up in a tough suburb.,Tom tuwuh ing pinggiran kutha sing angel.,7,7,1.0
I think that's stretching it.,Aku iki mulet.,5,3,1.6666666666666667
I think people are delighted.,Aku wong seneng.,5,3,1.6666666666666667
Tom got stuck in a snow drift.,Tom macet ing drift salju.,7,5,1.4
I think it's really immature.,Aku iki pancene durung diwasa.,5,5,1.0
I think it'll be a good game.,Aku mikir bakal dadi game sing apik.,7,7,1.0
Tom got involved in the brawl.,Tom melu tawuran.,6,3,2.0
I think everyone wishes that.,Aku kabeh pengin.,5,3,1.6666666666666667
I think I played pretty well.,Aku muter cukup apik.,6,4,1.5
Tom got increasingly agitated.,Tom tambah jengkel.,4,3,1.3333333333333333
I suppose you'd like to come.,Aku kira sampeyan pengin teka.,6,5,1.2
I struggled for a few months.,Aku berjuang kanggo sawetara sasi.,6,5,1.2
Tom glanced away for a moment.,Tom nglirik sedhela.,6,3,2.0
I remember that time vividly.,Aku ngelingi wektu iku kanthi cetha.,5,6,0.8333333333333334
I never stopped making music.,Aku ora mandheg nggawe musik.,5,5,1.0
Tom gets carsick all the time.,Tom mabuk mobil kabeh wektu.,6,5,1.2
I must be getting along home.,Mesti aku melu mulih.,6,4,1.5
I might as well be invisible.,Aku bisa uga ora katon.,6,5,1.2
Tom gave me a meaningful look.,Tom menehi kula dipikir migunani.,6,5,1.2
I made a mistake in judgment.,Aku nggawe kesalahan ing pangadilan.,6,5,1.2
I know how to relate to guys.,Aku ngerti carane hubungane karo wong lanang.,7,7,1.0
Tom gave in rather than fight.,Tom nyerah tinimbang perang.,6,4,1.5
I know how those things work.,Aku ngerti carane iku bisa.,6,5,1.2
I know I have a lot of power.,Aku ngerti aku duwe akeh kekuwatan.,8,6,1.3333333333333333
Tom gave an acceptance speech.,Tom menehi pidato sing ditampa.,5,5,1.0
I knew nobody cared about me.,Aku ngerti ora ana sing peduli karo aku.,6,8,0.75
I just wanted to write songs.,Aku mung pengin nulis lagu.,6,5,1.2
Tom gave Mary even more money.,Tom menehi dhuwit luwih akeh marang Mary.,6,7,0.8571428571428571
I just want to see my father.,Aku mung pengin ketemu bapakku.,7,5,1.4
I just let things fall apart.,Aku mung nglilani samubarang ambruk.,6,5,1.2
Tom gave Mary a surprise gift.,Tom menehi Mary hadiah surprise.,6,5,1.2
I just couldn't get it going.,Aku mung ora bisa nerusake.,6,5,1.2
I just can't say that enough.,Aku mung ora bisa ngomong sing cukup.,6,7,0.8571428571428571
Tom gave Mary a business card.,Tom menehi Mary kertu bisnis.,6,5,1.2
